324.57516339869284, 3147
232.05607476635515, 512
0, 5120
232.05607476635515, 512
0, 1536
232.05607476635515, 256
0, 2048
232.05607476635515, 512
0, 4352
232.05607476635515, 512
0, 2048
219.2494481236203, 512
0, 1792
219.2494481236203, 512
0, 1536
219.2494481236203, 512
0, 2304
232.05607476635515, 256
0, 4096
232.05607476635515, 512
0, 5120
232.05607476635515, 512
0, 1536
232.05607476635515, 512
0, 2304
232.05607476635515, 256
0, 4352
232.05607476635515, 512
0, 2048
348.49122807017545, 256
0, 1792
348.49122807017545, 512
0, 2048
348.49122807017545, 256
0, 2048
232.05607476635515, 512
0, 4096
232.05607476635515, 512
0, 4864
232.05607476635515, 512
0, 1536
232.05607476635515, 512
0, 2048
232.05607476635515, 512
0, 4352
232.05607476635515, 256
0, 2048
219.2494481236203, 512
0, 2048
219.2494481236203, 256
0, 1792
219.2494481236203, 256
0, 2304
232.05607476635515, 512
0, 4096
232.05607476635515, 512
0, 5120
232.05607476635515, 256
0, 1792
232.05607476635515, 256
0, 2304
232.05607476635515, 512
0, 4352
232.05607476635515, 512
0, 1792
348.49122807017545, 512
0, 1792
348.49122807017545, 512
0, 1792
348.49122807017545, 512
0, 2304
464.1121495327103, 6656
0, 512
620.75, 5888
0, 1280
694.5454545454545, 6400
0, 1024
782.0472440944882, 1280
0, 768
694.5454545454545, 1024
0, 1280
620.75, 1024
0, 1536
694.5454545454545, 19968
0, 1792
782.0472440944882, 1280
0, 1024
694.5454545454545, 1024
0, 1280
620.75, 1024
0, 1536
694.5454545454545, 6400
0, 1536
782.0472440944882, 1024
0, 1024
694.5454545454545, 1280
0, 1024
620.75, 1280
0, 1280
694.5454545454545, 6656
0, 512
620.75, 1024
0, 1280
584.2352941176471, 1280
0, 1024
522.7368421052631, 1280
0, 1280
584.2352941176471, 27136
0, 2048
464.1121495327103, 6912
0, 256
620.75, 6912
0, 768
694.5454545454545, 6400
0, 1024
782.0472440944882, 1536
0, 768
694.5454545454545, 1024
0, 1024
620.75, 1280
0, 1024
694.5454545454545, 20480
0, 2048
782.0472440944882, 1024
0, 1024
694.5454545454545, 1280
0, 1280
620.75, 1280
0, 1280
694.5454545454545, 6144
0, 768
782.0472440944882, 1280
0, 1024
694.5454545454545, 1024
0, 1024
620.75, 1280
0, 1024
694.5454545454545, 7424
0, 256
620.75, 1280
0, 1024
584.2352941176471, 1536
0, 1024
522.7368421052631, 1024
0, 1280
464.1121495327103, 27904
0, 1024
154.94539781591263, 20992
184.26716141001856, 6912
0, 256
173.94045534150612, 14848
184.26716141001856, 14848
154.94539781591263, 18688
0, 768
154.94539781591263, 1536
0, 768
206.91666666666666, 1792
0, 2304
184.26716141001856, 1024
0, 512
173.94045534150612, 1280
184.26716141001856, 14848
154.94539781591263, 14592
164.16528925619835, 19712
0, 2048
184.26716141001856, 768
0, 1280
164.16528925619835, 1024
0, 1280
154.94539781591263, 2304
0, 256
164.16528925619835, 14080
0, 512
138.13630041724616, 13824
0, 768
551.7777777777778, 1280
0, 1280
413.8333333333333, 1280
0, 768
348.49122807017545, 1280
0, 1536
275.8888888888889, 1280
0, 1024
348.49122807017545, 1280
0, 1024
413.8333333333333, 1280
0, 1024
551.7777777777778, 1280
0, 1280
413.8333333333333, 1280
0, 1024
348.49122807017545, 1280
0, 1024
275.8888888888889, 1280
0, 1024
348.49122807017545, 1280
0, 1280
413.8333333333333, 1280
0, 1280
491.6831683168317, 1280
0, 1536
369.2193308550186, 1024
0, 1024
310.375, 1280
0, 1280
246.4516129032258, 1280
0, 1024
310.375, 1536
0, 768
369.2193308550186, 1280
0, 1280
491.6831683168317, 1024
0, 1280
369.2193308550186, 1280
0, 1024
310.375, 1280
0, 1280
246.4516129032258, 1024
0, 1024
310.375, 1280
0, 1280
369.2193308550186, 1536
0, 1280
551.7777777777778, 1024
0, 1536
413.8333333333333, 1024
0, 1024
348.49122807017545, 1280
0, 1280
275.8888888888889, 1280
0, 1280
348.49122807017545, 1280
0, 768
413.8333333333333, 1536
0, 1024
584.2352941176471, 1280
0, 1280
439.46902654867256, 1280
0, 768
369.2193308550186, 1536
0, 1024
292.9793510324484, 1024
0, 1280
369.2193308550186, 1024
0, 1280
439.46902654867256, 1536
0, 1280
464.1121495327103, 1280
0, 1280
348.49122807017545, 1280
0, 768
292.9793510324484, 1280
0, 1536
232.05607476635515, 1024
0, 1280
292.9793510324484, 1280
0, 1024
348.49122807017545, 1280
0, 1024
464.1121495327103, 1280
0, 1280
348.49122807017545, 1280
0, 1024
292.9793510324484, 1280
0, 1024
232.05607476635515, 1280
0, 1024
292.9793510324484, 1280
0, 1280
348.49122807017545, 1280
0, 1536
310.375, 6656
0, 512
292.9793510324484, 6656
0, 512
310.375, 6912
348.49122807017545, 1792
0, 768
310.375, 1024
0, 768
292.9793510324484, 1280
0, 1280
310.375, 19712
0, 2816
260.68241469816275, 1280
0, 768
232.05607476635515, 1280
0, 1024
206.91666666666666, 1024
0, 1792
232.05607476635515, 6144
0, 512
260.68241469816275, 1536
0, 768
232.05607476635515, 1024
0, 1024
206.91666666666666, 1024
0, 1536
232.05607476635515, 6912
0, 512
206.91666666666666, 1024
0, 1280
195.51181102362204, 1024
0, 1280
173.94045534150612, 1024
0, 1280
195.51181102362204, 24576
0, 4864
310.375, 7424
0, 256
292.9793510324484, 6656
0, 768
310.375, 6656
0, 512
348.49122807017545, 1792
0, 512
310.375, 1024
0, 768
292.9793510324484, 1280
0, 1536
310.375, 19456
0, 2304
260.68241469816275, 1024
0, 1024
232.05607476635515, 1024
0, 1280
206.91666666666666, 1280
0, 1536
232.05607476635515, 5888
0, 1536
154.94539781591263, 4352
0, 768
206.91666666666666, 1280
0, 1024
195.51181102362204, 6656
0, 512
173.94045534150612, 6912
0, 512
154.94539781591263, 21760
0, 7680
0, 256
